_id,channelId,description.eng,description.original,dislikeCount,duration,encounter.dates,encounter.locationIDs,fileDetails,likeCount,newLocation,publishedAt,recordingDetails.date,recordingDetails.location,regionRestriction,relevant,tags.eng,tags.original,title.eng,title.original,uploadedAt,url,user_country,videoID,viewCount,wild
PBPpCH3WEoQ,UCoLk-2mhX0MlIWYz9WJeLSQ,null,"Polar Plunge 2020 VA Beach, Virginia. Plunge Virginia",0,null,[],[],null,11,0,2020-02-09T04:33:47.000Z,null,null,null,false,[],[],null,"Polar Plunge 2020 VA Beach, Virginia. Plunge Virginia",null,https://youtu.be/PBPpCH3WEoQ,,PBPpCH3WEoQ,734,0
PnMEmvVsgVc,UC2DvwLoLmcTYYIjdwVtuskw,null,"Hi. Today I caught a Tuna Party in the Sea and the statues area! 


Explaining the phrase ""Clearing the area"" 

https://youtu.be/3Di84qNYzrg


Music: 


––––––––––––––––––––––––––––––
Track: Green monster is so refresh — Seoul June [Audio Library Release]
Music provided by Audio Library Plus
Watch: https://youtu.be/wbUTcqnFAXY
Free Download / Stream: http://alplus.io/GreenMonsterSoRefresh
––––––––––––––––––––––––––––––

Disclaimer: I am not 100% sure about the rod level as there is no way to check other than to restart the game ⚠️

Thanks for watching!


Don't mind these: 

Fishing & Life 
Fishing game
Catching fish 
Fishing Life 
Party
Tuna
Tuna Party
Summon fish
Cool fish",0,null,[],[],null,8,0,2019-07-10T17:20:12.000Z,null,null,null,false,[],[],null,Fishing Life | Catching a Tuna Party! 🎉,null,https://youtu.be/PnMEmvVsgVc,,PnMEmvVsgVc,326,0
7IOS8FCOAzg,UCxB0Vb9u5hyS13Ct74tEwlA,null,"D’après l’étude de David Guyot réalisée en 2013, l’alimentation des ménages à Mayotte reste peu variée, se caractérisant par des apports faibles en produits laitiers, en minéraux, en fruits et légumes et une consommation importante de produits industriels transformés, très sucrés, gras ou encore trop salés.
Un facteur de risque important pour la santé, notamment des plus jeunes puisque 6% des enfants de moins de 15 ans sont en retard de croissance dû à une alimentation inadaptée.
Pour prévenir ce risque majeur, la crèche Niyatsara Mitarimirizaza de Kani-Keli a lancé en novembre 2017 un projet de restauration collective locale et un potager pour les enfants de 6 mois à 4 ans qu’elle accueille, proposant des menus variés et équilibrés validés par une diététicienne.
**********
Créée en 1999, la crèche associative Niyatsara est un mode d’accueil agréé par la PMI pour 20 enfants âgés de 6 mois à 4 ans.",0,null,[],[],null,1,0,2019-08-09T11:42:43.000Z,null,null,null,false,[],"[""Made in ESS"",""ESS"",""économie sociale et solidaire"",""CRESS"",""Mayotte"",""Médico-social""]",null,Crèche de Kani-Keli / Projet de restauration collective locale,null,https://youtu.be/7IOS8FCOAzg,,7IOS8FCOAzg,201,0
Y3uzEF9sDns,UC7EnVVhlxXtXHQxdkQEpvCw,null,"17 сентября в 10:00 гостем утреннего шоу ""Подъёмники"" на НАШЕм Радио станет актёр театра и кино Алексей Гуськов",7,null,[],[],null,57,0,2019-09-17T08:17:18.000Z,null,null,null,false,[],"[""наше радио"",""прямой эфир"",""алексей гуськов"",""подъёмники"",""эфир"",""радио""]",null,Алексей Гуськов в &quot;Подъёмниках&quot;,null,https://youtu.be/Y3uzEF9sDns,,Y3uzEF9sDns,8897,0
HvWpQX-oOkI,UCZWBjYgLjZF15IhGHqahR1Q,null,"All music is from TheFatRat and The Arcadium.
Thanks for Watching! 
Tell me which format you prefer, montages or this one!",3,null,[],[],null,79,0,2019-08-19T15:16:37.000Z,null,null,null,false,[],"[""deeeep.io"",""croc""]",null,Croc TEAMBUSTING + PD Gameplay + MORE! - Deeeep.io Funny Moments,null,https://youtu.be/HvWpQX-oOkI,,HvWpQX-oOkI,4210,0
xxPU8EtJSZQ,UCpwvZwUam-URkxB7g4USKpg,null,"Man helps seal to get free off fishing net at the shore of Caspian sea

RT LIVE https://www.youtube.com/watch?v=IFAcqaNzNSc 

Check out http://rt.com

RT News: On-air livestream 24/7 (HD) https://www.youtube.com/watch?v=IFAcqaNzNSc


Subscribe to RT! http://www.youtube.com/subscription_center?add_user=RussiaToday

Like us on Facebook http://www.facebook.com/RTnews
Follow us on VK https://vk.com/rt_international
Follow us on Twitter http://twitter.com/RT_com
Follow us on Instagram http://instagram.com/rt
Follow us on Soundcloud https://soundcloud.com/rttv

#RT (Russia Today) is a global #news network broadcasting from Moscow and Washington studios. RT is the first news channel to break the 1 billion YouTube views benchmark.",111,null,[],[],null,6549,0,2019-09-16T19:00:14.000Z,null,null,null,false,[],"[""RT"",""Russia Today"",""seal"",""caspian seal"",""seal in fishing net"",""fishing net"",""caspian sea"",""russia"",""seal gets free"",""seal freed"",""viral"",""viral seal"",""2019 viral"",""seal net"",""animal rescue"",""animal rescue video""]",null,Man frees seal from fishing net,null,https://youtu.be/xxPU8EtJSZQ,,xxPU8EtJSZQ,511602,0
H7owpyb7Jsk,UCtqFUxpLnV-RaraQVu1rMTw,null,"According to the Department of Land and Natural Resources, a less aggressive strain of the fungal disease was found on a single tree in Maui.",0,null,[],[],null,4,0,2019-07-03T20:14:52.000Z,null,null,null,false,[],"[""default""]",null,Rapid Ohia Death detected on Maui,null,https://youtu.be/H7owpyb7Jsk,,H7owpyb7Jsk,283,0
Ld8b6aya8-8,UCV1K26GOlQOB_3sRS8vDzhw,null,"روبوٹس کے ساتھ رابطے میں رہتے ہوئے کام کرنا، ٹیبلٹ کی مدد سے مشینوں کو کنٹرول کرنا اور کام کے مختلف مراحل کی کمپیوٹر پروگرامنگ کرنا، ڈیجیٹل دَور نے کام کاج کی دنیا ہی بدل ڈالی ہے۔ میکاٹرانک انجینئرنگ کے طالب علموں کو جرمن صنعتی ادارے بوش میں اپنی تربیت کے ایک حصے کے طور پر یہ بھی سیکھنا ہوتا ہے کہ روبوٹس کو کیسے پروگرام کرتے ہیں۔ یہ تربیت اُنہیں اُن اختراعات کی پہلی صف میں لا کھڑا کرتی ہے، جو مستقبل میں کام کی جگہوں کا نقشہ بدلنے والی ہیں۔

Students of mechatronic engineering learn to program robots as part of their traineeship at Bosch. This places them at the forefront of developments that will shape the workplaces of the future. 

Subscribe: https://www.youtube.com/dwurdu?sub_confirmation=1
dw.com/urdu
facebook.com/dw.urdu
#DWUrdu #Sawaal",1,null,[],[],null,241,0,2020-01-21T12:00:03.000Z,null,null,null,false,[],"[""DW"",""DW Urdu"",""DW اردو"",""Deutsche Welle"",""DWUrdu"",""جرمنی میں جدید ایجادات"",""جدید ایجادات کی تربیت"",""Students of mechatronic engineering"",""learn to program robots"",""traineeship at Bosch"",""forefront of developments"",""workplaces of the future"",""روبوٹس کے ساتھ رابطے"",""میکاٹرانک انجینئرنگ کے طالب علموں"",""جرمن صنعتی ادارے""]",null,جرمنی میں جدید ایجادات کی تربیت کیسے دی جا رہی ہے,null,https://youtu.be/Ld8b6aya8-8,,Ld8b6aya8-8,6017,0
AxibvjtDf5g,UC_ltYF3dpfvAigt6RpSpZAg,null,"Video taken on January 18, 2020 at Point Pleasant Beach in Point Pleasant NJ-USA a cold winter day with the temperature at 25F degrees. During the summer season this area is very busy with folks fishing, boats, jet-skies and many people at the beach but during winter time is basically empty.

Video tomado el 18 de enero de 2020 en Point Pleasant Beach en Point Pleasant NJ-USA un día frío de invierno con una temperatura de 25 ° F. Durante la temporada de verano, esta área está muy ocupada con gente que pesca, botes, motos acuáticas y mucha gente en la playa, pero durante el invierno está básicamente vacía.

#aerialvideosphotos #jerseydroners #dji #mavic2zoom

Video created using #FinalCutPro #FCPX

Equipment used:DJI Mavic 2 Zoom

Social media links:

YouTube Channel: 
— https://www.youtube.com/c/AerialVideosPhotos
Facebook Page: 
— https://www.facebook.com/aerial.videos.photo
Twitter: 
— https://twitter.com/AerialVideosPho
Web site: 
— https://aerialvideosphotos.com
Contact:
— support@aerialvideosphotos.com",0,null,[],[],null,41,0,2020-01-19T05:40:08.000Z,null,null,null,false,[],"[""1-18-20"",""aerial"",""videos"",""drone"",""aerial videos photos"",""DJI"",""Mavic 2 Zoom"",""360"",""video case"",""DJI inspire"",""airplay"",""Point Pleasant Beach"",""New Jersey"",""winter"",""surfing"",""fishing boats""]",null,A Winter Day at Point Pleasant Beach NJ,null,https://youtu.be/AxibvjtDf5g,,AxibvjtDf5g,874,0
kVLq0g3Mtwk,UCkGfK4uHZevOY9h5Mmr7rmg,null,"Costa Rica, pura vida! Don't cancel, postpone.",0,null,[],[],null,41,0,2020-03-22T19:32:57.000Z,null,null,null,false,[],[],null,"Costa Rica, pura vida! Don&#39;t cancel, postpone.",null,https://youtu.be/kVLq0g3Mtwk,,kVLq0g3Mtwk,1454,0
qhdXrMDeVF8,UCODc8Pa-_WUMaVRp9dvmNmw,null,"'Mother Nature throws a lot at us. You have to roll with the punches. The strawberries right now are confused.'",0,null,[],[],null,1,0,2020-02-12T00:22:12.000Z,null,null,null,false,[],"[""virginia-beach"",""local"",""news"",""weather"",""mycity""]",null,"Rain, warm weather affecting crops in Virginia Beach",null,https://youtu.be/qhdXrMDeVF8,,qhdXrMDeVF8,131,0
8QEwzBxTdLo,UCzk1ynFizYGUYs_89yj6WEQ,null,"=====Subscribe Our Channel=====
Latest Islamic Videos by Ali Azizi",1,null,[],[],null,22,0,2019-08-10T14:25:28.000Z,null,null,null,false,[],"[""adhan"",""allah"",""azan"",""darood sharif"",""dawat e islami"",""durood"",""islam"",""islamic"",""islamic bayan"",""islamic clips"",""islamic history"",""islamic naat"",""islamic video channel"",""islamic videos 2018"",""islamic wazaif"",""khana kaba"",""madani channel"",""madina city"",""madina live"",""madina munawara"",""madina pak"",""madina shareef"",""makkah madina"",""makkah video"",""masjid nabawi"",""masjid nabwi"",""maulana tariq jameel"",""muhammad"",""naats"",""nabi"",""namaz"",""prophet"",""quran"",""qurani wazaif"",""rehmat"",""rohani"",""roza"",""saudi arabia"",""wazaif"",""wazifa""]",null,Khana Kabah Tawaf 2019 | Makah,null,https://youtu.be/8QEwzBxTdLo,,8QEwzBxTdLo,1023,0
U-MD4Y39nUg,UCsBvSBqYRAbg8tIcFt_hJ1w,null,You can have one glass with dinner at the Pacific Buffet. Greg Harper has the details.,0,null,[],[],null,1,0,2019-10-25T01:52:05.000Z,null,null,null,false,[],[],null,Beer and wine available on select BC Ferries,null,https://youtu.be/U-MD4Y39nUg,,U-MD4Y39nUg,117,0
Svo1HsVkMz4,UC4NfRfmF5nPUa_D_Sv8zTJQ,null,"Sea Lions – Life by a Whisker is a classic coming of age tale filled with hope, humour and wonder, told through a vast ocean that connects us all.

Between a jagged cliff face and a roaring ocean, lives one of the rarest marine mammals on the planet, the Australian Sea Lion, and one very special pup named Otto. Curious, intelligent, and playful…this family of whiskers needs our help.

A heart-warming journey of a sea lion pup, and the man that has dedicated his life trying to save her species. Embark on an epic quest through the uninhabited wilderness of the Great Australian Bight, to the lush kelp forests off the Californian coast.

In stunning 3D, encounter giant humpback whales, cunning cuttlefish, great white sharks, and one Marine Park Ranger on a mission to find out what it takes to save a species.",0,null,[],[],null,0,0,2020-03-04T04:12:54.000Z,null,null,null,false,[],[],null,Sea Lions - Life By A Whisker - 2020 Trailer,null,https://youtu.be/Svo1HsVkMz4,,Svo1HsVkMz4,40,0
CCTiRPKZg8c,UCtCSjA-XZzPuENEOYtQo_hQ,null,,0,null,[],[],null,4,0,2019-07-10T10:38:39.000Z,null,null,null,false,[],[],null,"Whale watching in Mirissa Beach, Sri Lanka  One of the best places on earth to see whales",null,https://youtu.be/CCTiRPKZg8c,,CCTiRPKZg8c,6,0
gN98PBRNhqs,UC5ovaFtNA0Jbq7mf0vdKYjg,null,"To purchase this video for media use visit https://video.storyful.com/. For Storyful Newswire subscription inquiries, please contact sales@storyful.com

Credit: Nates Dronography via Storyful
Original video: https://www.facebook.com/NatesDronography/videos/417327765622395/",0,null,[],[],null,6,0,2019-11-05T08:50:42.000Z,null,null,null,false,[],"[""storyful"",""news"",""viral"",""Michigan"",""water"",""flood"",""chidlren"",""play park"",""dramatic"",""weather"",""us""]",null,Lake Michigan Overflows Onto Roads During Michigan Floods,null,https://youtu.be/gN98PBRNhqs,,gN98PBRNhqs,437,0
7kr1xnsbgfY,UCW3T8dQVEynwj6-_DArcM7w,null,"Charlotte is a new mother cow who has just given birth to her first ever little bundle of joy. She lives on a beautiful farm near Millbrook, Ontario. The farmers here are committed to treating the animals in the best manner possible. They refuse to raise veal for ethical reasons, and they place herd health and happiness ahead of profit. The cows roam free over rolling acres of meadow. They have forested areas, lush, green grass and wildflowers, and ponds full of fresh water to drink. The calves enjoy running and playing in the sunshine alongside their mothers. There is even a large bull named Gus who wanders among the herd, keeping a protective watch over all of the others. The farmers keep a close eye on things from their farmhouse atop the hill and everything here runs smoothly. Life for these beautiful creatures is as close to what nature intended. Charlotte has chosen a quiet spot up on a hill, away from the rest of the herd, and she lay down near the forest to deliver her baby. Gordie is a very robust calf who looks just like his father, Gus. Gus is a 2,000 pound black bull who is a proud father of all the calves born here. Gordie lay in the grass while Charlotte licked and cleaned him. This is an important part of the bonding process, as well as an important step in getting Gordie cleaned and free of blood and afterbirth that would attract predators and insects. While she is working away at this, Linda, a seasoned mother who has had several few calves of her own comes over to check Gordie. She is curious about the little fellow and she also seems to be giving Charlotte her approval as she inspects him and then grazes nearby. Gordie eventually gets to his feet and takes his first wobbly steps, a heart warming moment to see. He stretches adorably and then makes his way around Charlotte. Eventually, Gordie will nurse and get milk and antibodies from his mother. He needs to grow strong quickly to keep up with the others. Ethical farms like these are not hard to find. Supporting farmers who do things right is an easy choice, and although it costs a little more to buy from these farms, it ensures that the animals get the treatment that they deserve.

Source & embed code: https://rumble.com/v843c0-charlottes-calf-takes-his-first-wobbly-steps-while-linda-looks-on.html.

For licensing, please email licensing@rumble.com.",5,null,[],[],null,173,0,2019-08-28T14:32:41.000Z,null,null,null,false,[],"[""viral videos"",""funny videos"",""funny animals"",""animal videos"",""funny and cute animals"",""cow videos""]",null,Calf takes his first wobbly steps while mom looks on,null,https://youtu.be/7kr1xnsbgfY,,7kr1xnsbgfY,4983,0
DaL8yLc0wlw,UCVm3VXI6x32JP73-9hBujWg,null,Tässä olisi video viimeseltä perhokalastus reissulta ennen koskien rauhotuksia. Toivottavasti tykkäsit. Laitahan kanava tilaukseen ja pysy kuulolla!,0,null,[],[],null,17,0,2019-09-24T16:26:28.000Z,null,null,null,false,[],[],null,Hilmonkoski elokuun viimeinen vkloppu,null,https://youtu.be/DaL8yLc0wlw,,DaL8yLc0wlw,804,0
YiroMgpZt5c,UCpyuWC8CoRE59l36dBG9Qlg,null,"We took a trip on the high seas of Dominica in search of whales and dolphins and it was magical. I of course, brought you guys along.

Special thanks to Dive Dominica for for the underwater footage.

Visit www.divedominica.com for bookings and more info.

FOR BUSINESS ENQUIRIES (collabs, music, and sponsorships):
Email us at jessie.arnold77@gmail.com 

Please like, comment and share with your friends and don't forget to subscribe!!!

Music: www.bensound.com

Socials:
Facebook: https://facebook.com/jessieq.co
Instagram: https://www.instagram.com/jessie_q_
                https://www.instagram.com/stitched_sh...
Twitter: https://twitter.com/jessieq_co
Pinterest: https://www.pinterest.com/Jessieqtt/",0,null,[],[],null,8,0,2019-10-03T00:19:44.000Z,null,null,null,false,[],"[""Dominica"",""Caribbean"",""Jessica Q."",""Jessie Q."",""Trinidad Trini vloggers"",""Jessica Arnold"",""watersports"",""tourist"",""immigrant"",""beach""]",null,Whale Watching in Dominica + Underwater,null,https://youtu.be/YiroMgpZt5c,,YiroMgpZt5c,176,0
qutsjZLf6jU,UCfqtzDi51qvkztyKdWXSnGg,null,"auf der MV ""TURKS AND CAICOS EXPLORER II""
vom 08.06. - 15.06.2019",0,null,[],[],null,1,0,2019-07-04T15:06:55.000Z,null,null,null,false,[],"[""Tourist Destination"",""Underwater"",""Underwater Video"",""MV TURKS AND CAICOS EXPLORER II"",""Explorer Ventures"",""LiveAboat"",""Orca"",""Providenciales"",""West Caicos"",""Turks and CaicosIslands"",""Große Antillen"",""Karibik""]",null,Tauchsafari TURKS UND CAICOS INSELN,null,https://youtu.be/qutsjZLf6jU,,qutsjZLf6jU,104,0
_AfzTVOUDa8,UCP3g805BKVvIIMCEyKexUnQ,null,,0,null,[],[],null,0,0,2020-02-27T03:52:45.000Z,null,null,null,true,[],[],null,Rate 10 Best Whale Video P1060001,null,https://youtu.be/_AfzTVOUDa8,0,_AfzTVOUDa8,1,true
0AIniRUrjvo,UCQgPD1LxDOz5kxLVQcHEMSA,null,"Enjoy an escape with the timeless and haunting beauty of whale song 🐋

Earlier this year, Sea Shepherd’s Operation Treasured Islands embarked on a scientific mission studying humpback whales in collaboration with researchers from MMAPE at the Autonomous University of Baja California Sur.

Take a virtual trip to Mexico’s Revillagigedo Archipelago, the largest marine protected area in North America, and learn about the importance of whale song and how scientists record these sounds.

https://seashepherd.org

#OpTreasuredIslands",1,null,[],[],null,174,0,2020-03-31T19:31:43.000Z,null,null,null,true,[],"[""Sea Shepherd USA"",""Sea Shepherd Conservation Society"",""Sea Shepherd Conservation Society USA"",""SSCS"",""SSCS USA"",""Sea Shepherd""]",null,Humpback Whale Singers - Voices from the Deep,null,https://youtu.be/0AIniRUrjvo,US,0AIniRUrjvo,1215,true
3wMloOJWxYQ,UCwhqYkubRPr0qsvx0bw565g,null,Description,0,null,[],[],null,0,0,2019-08-11T02:14:45.000Z,null,null,null,true,[],[],null,whale best 2,null,https://youtu.be/3wMloOJWxYQ,0,3wMloOJWxYQ,7,true
YKRYgxtIPiQ,UCt_BKKGMyEF2l6W3PMRIN2g,null,"This video provides a glimpse of what can be sighted during one of our 2 - 2.5 Hour trips. 
Whale watching trips daily, all year-round with Newport Landing. See giant blue whales, finback whales, gray whales and many more in their natural habitat and it's all possible on one of our whale watching cruises! With one the largest marine protected parks just outside of Newport Bay, whales and dolphins of all types can be viewed as soon as you leave the bay. Newport Whales offers some of the best whale watching California has to offer!",0,null,[],[],null,3,"Newport, Califonia",2020-01-10T19:55:37.000Z,null,null,null,true,[],"[""whale watching"",""whale"",""dolphin"",""newport beach"",""california"",""mammal"",""cetacean"",""humpback"",""gray whale"",""common dolphin"",""sea life"",""marine life"",""ocean"",""pacific ocean"",""breaching whale"",""dolphin stampede"",""drone"",""drone whales"",""boat"",""wildlife"",""wild and free""]",null,Whale Watching Highlights,null,https://youtu.be/YKRYgxtIPiQ,US,YKRYgxtIPiQ,118,true
VtE0pIGKbWU,UC9w8Zxe32Am8WV0hj43XgIA,null,"Humpback whales live in oceans all around the world. They have one of the largest migrations patterns of any mammal & they travel miraculous distances every year. Inspired by their long and wing like flippers, the scientific name Megaptera meaning “large-winged,” was given to the Humpback. Humpbacks are about 50-60 feet long, roughly the size of a school bus! They are known to live up to the age of 80-90 years. These creatures are well-known for their vocalizations. This “singing” covers many octaves that includes frequencies that even humans can’t hear. Unfortunately whales fall victim to ghost fishing, and some nations still allow whaling. We propose to create the worlds largest marine preserve to help save these majestic creatures.

Learn more about our organization by visiting our website.
www.SavingOceans.org",0,null,[],[],null,0,0,2020-02-10T16:14:13.000Z,null,null,null,true,[],[],null,Humpback Whales: the Best Singers in the Oceans.,null,https://youtu.be/VtE0pIGKbWU,US,VtE0pIGKbWU,4,true
tJcoQy3vaHU,UCCvJYGn4McdewdF8r0Q8sGA,null,"This film premiered at the Orleans Surf Film Festival on October 26th, 2019 receiving rave reviews. 

A special thanks  to Ella Gander for some superb surfing and to Lieutenant Commander John Reuland for keeping the chopper so steady while I hung out the side with the camera.  

Life on the High Seas was written and recorded by Tom Robertson over the course of a three day bender  in a small cabin in Wellfleet, MA.

Opening footage shows a great white shark bearing down on a swimmer at Head of the Meadow beach in Truro, MA in late August. 

The first two whale clips were shot off of Whitecrest Beach in Wellfleet, MA. The third clip which shows the tuna going through the school in the upper right was shot just off of Le Count Hollow, Beach in Wellfleet, MA. 

Moosh Systems is a company committed to the development of the most advanced aerial imaging system for shark detection the world has ever seen. In the process of collecting data for our AI system we have managed to capture some amazing footage over the waters of Cape Cod. We hope you enjoy.

http://www.mooshsystems.com/",0,null,[],[],null,9,0,2019-10-27T05:43:49.000Z,null,null,null,true,[],"[""wellfleet"",""truro"",""whitecrest"",""lecount hollow"",""drone"",""helicopter"",""aerial"",""great white"",""shark"",""tuna"",""humpback"",""pogies"",""fish"",""ocean"",""nature"",""sea"",""wildlife"",""surfing"",""surfer girl"",""head of the meadow""]",null,"Humpback whales, tuna, pogies, great whites and one rad surfer girl",null,https://youtu.be/tJcoQy3vaHU,US,tJcoQy3vaHU,682,true
GXj6obNUbZ0,UCjOUhKEJAoaxYUgev1CjwrA,null,"During loss, we all need to find ways to take a break from heartache. Episode 9 of “Good Mourning with Marilyn” seeks to provide you with a grief smile break. I hope you receive a glimpse of joy today. 

Cited Works: Blue Ocean Whale Watch                                            
https://www.blueoceanwhalewatch.com/ 

WATCH more videos and LIKE on “Good Mourning with Marilyn” next MONDAY! 
https://www.youtube.com/channel/UCjOUhKEJAoaxYUgev1CjwrA/featured?view_as=subscriber 

DON'T FORGET: CLICK SUBSCRIBE and THUMBS UP for weekly videos about mourning a loss

CONNECT with us on social media: 
https://www.facebook.com/groups/304495813805604/

****Some links may be affiliate links which help support Marilyn Willis to create content. The contents of this site are intended for informational purposes only and are subject to change without notice at any time. None of the information in this site is intended to be taken as advice therapeutic, legal, or otherwise. At no time does use of this site nor communication through this site constitute a therapeutic relationship between the user and therapist. Marilyn Willis, LPCC, NCC, MA, assumes no liability for the contents of this site or damages that may result from use, reference to, reliance on, or decisions resulting from its use. Use of this site establishes your consent to the provisions of this disclaimer.****",0,null,[],[],null,3,0,2019-06-10T12:00:04.000Z,null,null,null,true,[],"[""GoodMourningwithMarilyn"",""Marilyn Willis"",""Overcome Grief"",""joy"",""counselor"",""smile"",""whales"",""amazing""]",null,"Whales | A smile break | Marilyn Willis, Counselor Marilyn Willis",null,https://youtu.be/GXj6obNUbZ0,US,GXj6obNUbZ0,21,true
IY-rtOViekU,UCFqwkuc7BcobeHtAmXg5TZA,null,Becoming the king of kings with the humpback whale!,0,null,[],[],null,2,0,2019-08-27T18:30:31.000Z,null,null,null,false,[],[],null,Can You Become King Of Kings By Singing Deeeep.io Humpback Whale!,null,https://youtu.be/IY-rtOViekU,,IY-rtOViekU,182,0
qOS4tdZCPYI,UCKVC-cliWZuYxaCeGXvrgHw,null,"Australia is one of the best place to see whales. The best whale watching spots include coastal seas of Gold Coast. Between May & November, whales can be spotted along Australia’s east and west coastlines.

Southern Right whales journey to the temperate breeding waters off Southern Australia, while Humpback whales continue north to the Great Barrier Reef, to mate and calve.",0,null,[],[],null,2,0,2019-06-11T01:30:58.000Z,null,null,null,false,[],[],null,Whale Watching,null,https://youtu.be/qOS4tdZCPYI,,qOS4tdZCPYI,2,0
0Vy1UecSGyY,UC8BJ4wYg5gtOZBUZoQ-NTCA,null,"Special thanks to Carlo Avolio and his Boat
https://www.siracusaoggi.it/video-una-megattera-a-due-miglia-dalle-coste-di-siracusa-lavvistamento/?fbclid=IwAR2xdcdvzpLceQBwEdi8eD7euIHh2O_Pb13Rw99uEBIKPntwG14VQUGl4KI",0,null,[],[],null,1,0,2019-09-10T12:32:55.000Z,null,null,null,false,[],"[""humpback whale"",""humpback"",""Siracusa"",""Santa Panagia""]",null,A humpback whale two miles from Santa Panagia in Siracusa. [4K],null,https://youtu.be/0Vy1UecSGyY,,0Vy1UecSGyY,72,0
dH8qAadrx3k,UCTdgI7lRunp_sm3gbKDE2Gw,null,,0,null,[],[],null,1,0,2020-02-14T13:37:36.000Z,null,null,null,false,[],[],null,Top10 THE MOST INTERESTING,null,https://youtu.be/dH8qAadrx3k,,dH8qAadrx3k,3,0
5tiq8ttLGZM,UCe3_Ic4vD0UuW1VVIrN_ocw,null,Almost run over buy 3 whales 🤘,0,null,[],[],null,0,Jervis Bay,2019-06-10T09:33:08.000Z,null,null,null,true,[],[],null,Jervis Bay Whales 10 June 2019,null,https://youtu.be/5tiq8ttLGZM,0,5tiq8ttLGZM,12,true
3ShrurfwtuY,UCv575iZCId6iI_KUVnZ21qQ,null,,0,null,[],[],null,29,0,2019-07-10T10:42:05.000Z,null,null,null,false,[],[],null,🇺🇸 🐳CAPE COD. WHALE WATCHING,null,https://youtu.be/3ShrurfwtuY,,3ShrurfwtuY,281,0
RgTjcabzbpA,UCrQVEHhiWaJoTlNd23irdbg,null,"10 Best Whale Watching Locations In The World in Telugu l AIMFGK
=========================================================

Original Credits goes to 10mosttoday.com

Disclaimer- Some contents are used for educational purpose under fair use. Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.
==============================================
For any  Copyright Related matters Please Contact us: fastworld113@gmail.com",0,null,[],[],null,1,0,2019-08-31T15:13:30.000Z,null,null,null,false,[],"[""AI"",""MF"",""GK"",""AIMF"",""AIMFGK"",""Telugu"",""10"",""Best"",""Whale"",""Watching"",""Locations"",""In"",""The"",""World"",""in"",""10 Best"",""10 Best Whale"",""10 Best Whale Watching"",""10 Best Whale Watching Locations"",""10 Best Whale Watching Locations In"",""10 Best Whale Watching Locations In The"",""10 Best Whale Watching Locations In The World"",""10 Best Whale Watching Locations In The World in Telugu"",""10 Best Whale Watching Locations In The World in Telugu l AIMFGK""]",null,10 Best Whale Watching Locations In The World in Telugu l AIMFGK,null,https://youtu.be/RgTjcabzbpA,,RgTjcabzbpA,5,0
WLpVbMFLH4A,UCHtq2-PexJn1fA8LlSD2yAw,null,"On July 7 2019 I went whale watching with Monterey Bay Whale Watch. We saw a large number of humpbacks feeding alongside California sea lions. We also observed a pod of Risso's Dolphins.",0,null,[],[],null,3,Monterey Bay,2019-12-29T20:00:02.000Z,null,null,null,true,[],[],null,Monterey Bay Whale Watching July 2019. Humpbacks and Risso&#39;s Dolphins,null,https://youtu.be/WLpVbMFLH4A,US,WLpVbMFLH4A,105,true
-lnrS8jHGew,UCTdW3FR7Mygn68hUSduVKUg,null,"We were treated to this very strange form of feeding from this humpback whale today in the Santa Barbara Channel. For over an hour, this whale swiped the surface of the water with its tail, turned around into the current created by its tail, and then opened its mouth trapping the small anchovies in its mouth. Was it Stunning the fish making it easier to capture? Who knows! Let us know if you've seen similar behaviors in our California population of humpbacks. Hope you enjoy!

- Adam
The Condor Express",0,null,[],[],null,12,Santa Barbara Channel,2019-06-15T01:01:45.000Z,null,null,null,true,[],[],null,Strange Tail Swipe / Trap Feeding Humpback Behavior!,null,https://youtu.be/-lnrS8jHGew,0,-lnrS8jHGew,354,true
6V6oLRAZREs,UCBi2mrWuNuyYy4gbM6fU18Q,null,"Mesmerizing timelapse footage captures a snowstorm slamming the coast in Hopa, Turkey.

SUBSCRIBE to ABC NEWS: https://www.youtube.com/ABCNews/
Watch More on http://abcnews.go.com/
LIKE ABC News on FACEBOOK
https://www.facebook.com/abcnews
FOLLOW ABC News on TWITTER:
https://twitter.com/abc
GOOD MORNING AMERICA'S HOMEPAGE:
https://www.goodmorningamerica.com/

#ABCNews #Turkey #Snow #Timelapse",30,null,[],[],null,722,0,2020-02-12T03:38:38.000Z,null,null,null,false,[],"[""p_cmsid=2494279"",""p_vid=news-68928121"",""Turkey"",""snow"",""timelapse"",""footage"",""video"",""Hopa"",""Turkish coast"",""winter"",""weather"",""world""]",null,Timelapse shows snowstorm engulfing Turkish coast,null,https://youtu.be/6V6oLRAZREs,,6V6oLRAZREs,154388,0
